source,name,misc,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,N-Ped,E-Ped,S-Ped,W-Ped,N-Bike,E-Bike,S-Bike,W-Bike,lat,lon
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,13:15-13:30,18,19,22,25,75,47,58,32,9,2,107,1,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 SOUTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,11:30-11:45,69,0,53,0,131,75,0,0,0,94,85,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 SOUTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,11:30-12:30,253,0,169,0,544,273,0,0,0,337,395,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 SOUTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,11:45-12:00,53,0,40,0,124,60,0,0,0,83,93,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 SOUTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,11:45-12:45,249,0,165,0,545,262,0,0,0,327,389,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 SOUTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:00-12:15,63,0,35,0,152,68,0,0,0,83,119,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 SOUTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:00-13:00,250,1,182,0,523,266,0,0,0,328,389,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 SOUTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:15-12:30,68,0,41,0,137,70,0,0,0,77,98,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 SOUTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:15-13:15,240,2,183,0,482,259,0,0,0,335,367,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 SOUTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:30-12:45,65,0,49,0,132,64,0,0,0,84,79,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 SOUTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:30-13:30,237,2,195,0,449,256,0,0,0,336,363,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 SOUTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:45-13:00,54,1,57,0,102,64,0,0,0,84,93,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 SOUTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,13:00-13:15,53,1,36,0,111,61,0,0,0,90,97,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 SOUTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,13:15-13:30,65,0,53,0,104,67,0,0,0,78,94,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 NORTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,11:30-11:45,6,0,8,55,110,0,59,0,83,0,80,50,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 NORTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,11:30-12:30,25,0,37,240,468,0,239,0,300,0,295,199,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 NORTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,11:45-12:00,7,0,13,71,109,0,51,0,63,0,63,40,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 NORTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,11:45-12:45,27,0,37,257,464,0,235,1,310,0,311,203,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 NORTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:00-12:15,5,0,10,66,127,0,75,0,89,0,80,44,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 NORTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:00-13:00,30,0,30,256,448,0,228,1,303,0,338,231,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 NORTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:15-12:30,7,0,6,48,122,0,54,0,65,0,72,65,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 NORTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:15-13:15,35,0,30,263,424,0,210,1,271,0,340,243,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 NORTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:30-12:45,8,0,8,72,106,0,55,1,93,0,96,54,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 NORTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:30-13:30,35,0,26,277,403,0,221,2,274,0,343,226,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 NORTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:45-13:00,10,0,6,70,93,0,44,0,56,0,90,68,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 NORTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,13:00-13:15,10,0,10,73,103,0,57,0,57,0,82,56,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,UNITED STATES 101 NORTHBOUND RAMPS / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,13:15-13:30,7,0,2,62,101,0,65,1,68,0,75,48,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,11:30-11:45,15,187,46,40,39,41,39,182,35,28,53,42,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,11:30-12:30,84,874,236,129,172,161,95,953,176,127,193,135,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,11:45-12:00,16,225,61,24,37,31,13,227,43,26,47,26,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,11:45-12:45,86,905,243,124,179,165,85,986,183,137,197,130,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:00-12:15,28,223,60,37,39,38,24,268,44,40,37,31,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:00-13:00,89,881,254,136,184,175,96,1007,201,140,214,152,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:15-12:30,25,239,69,28,57,51,19,276,54,33,56,36,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:15-13:15,80,848,254,138,187,183,90,972,209,126,231,180,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:30-12:45,17,218,53,35,46,45,29,215,42,38,57,37,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:30-13:30,79,843,248,147,178,164,92,927,209,135,220,174,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,12:45-13:00,19,201,72,36,42,41,24,248,61,29,64,48,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,13:00-13:15,19,190,60,39,42,46,18,233,52,26,54,59,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / SAN BRUNO AVENUE,x,TUESDAY SEPTEMBER 25 2007,13:15-13:30,24,234,63,37,48,32,21,231,54,42,45,30,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAIMAN REAL / INTERSTATE 380 EASTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,11:30-11:45,151,266,0,0,0,0,0,339,0,64,0,44,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAIMAN REAL / INTERSTATE 380 EASTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,11:30-12:30,602,1134,0,0,0,0,0,1515,0,274,0,172,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAIMAN REAL / INTERSTATE 380 EASTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,11:45-12:00,142,292,0,0,0,0,0,380,0,71,0,50,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAIMAN REAL / INTERSTATE 380 EASTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,11:45-12:45,631,1154,0,0,0,0,0,1528,0,268,0,174,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAIMAN REAL / INTERSTATE 380 EASTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,12:00-12:15,156,274,0,0,0,0,0,405,0,62,0,35,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAIMAN REAL / INTERSTATE 380 EASTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,12:00-13:00,690,1151,0,0,0,0,0,1528,0,250,0,163,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAIMAN REAL / INTERSTATE 380 EASTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,12:15-12:30,153,302,0,0,0,0,0,391,0,77,0,43,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAIMAN REAL / INTERSTATE 380 EASTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,12:15-13:15,726,1140,0,0,0,0,0,1487,0,255,0,176,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAIMAN REAL / INTERSTATE 380 EASTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,12:30-12:45,180,286,0,0,0,0,0,352,0,58,0,46,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAIMAN REAL / INTERSTATE 380 EASTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,12:30-13:30,766,1105,0,0,0,0,0,1463,0,241,0,187,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAIMAN REAL / INTERSTATE 380 EASTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,12:45-13:00,201,289,0,0,0,0,0,380,0,53,0,39,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAIMAN REAL / INTERSTATE 380 EASTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,13:00-13:15,192,263,0,0,0,0,0,364,0,67,0,48,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAIMAN REAL / INTERSTATE 380 EASTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,13:15-13:30,193,267,0,0,0,0,0,367,0,63,0,54,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / INTERSTATE 380 WESTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,11:30-11:45,52,337,0,236,0,109,55,254,0,0,0,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / INTERSTATE 380 WESTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,11:30-12:30,228,1420,0,980,0,477,217,1071,0,0,0,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / INTERSTATE 380 WESTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,11:45-12:00,62,401,0,299,0,131,61,280,0,0,0,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / INTERSTATE 380 WESTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,11:45-12:45,220,1396,0,963,0,473,208,1039,0,0,0,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / INTERSTATE 380 WESTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,12:00-12:15,60,311,0,214,0,108,36,267,0,0,0,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / INTERSTATE 380 WESTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,12:00-13:00,217,1344,0,897,0,474,188,1008,0,0,0,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / INTERSTATE 380 WESTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,12:15-12:30,54,371,0,231,0,129,65,270,0,0,0,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / INTERSTATE 380 WESTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,12:15-13:15,224,1426,0,949,0,483,213,1013,0,0,0,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / INTERSTATE 380 WESTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,12:30-12:45,44,313,0,219,0,105,46,222,0,0,0,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / INTERSTATE 380 WESTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,12:30-13:30,221,1435,0,962,0,466,201,982,0,0,0,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / INTERSTATE 380 WESTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,12:45-13:00,59,349,0,233,0,132,41,249,0,0,0,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / INTERSTATE 380 WESTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,13:00-13:15,67,393,0,266,0,117,61,272,0,0,0,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / INTERSTATE 380 WESTBOUND OFF-RAMPS,x,TUESDAY SEPTEMBER 25 2007,13:15-13:30,51,380,0,244,0,112,53,239,0,0,0,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,MASTICK AVENUE / TAYLOR AVENUE,x,SATURDAY SEPTEMBER 29 2007,12:00-12:15,29,4,5,2,9,1,2,2,1,3,10,8,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,MASTICK AVENUE / TAYLOR AVENUE,x,SATURDAY SEPTEMBER 29 2007,12:00-13:00,115,20,21,8,44,4,9,10,11,13,27,23,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,MASTICK AVENUE / TAYLOR AVENUE,x,SATURDAY SEPTEMBER 29 2007,12:15-12:30,31,5,5,2,8,1,2,4,2,1,2,2,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,MASTICK AVENUE / TAYLOR AVENUE,x,SATURDAY SEPTEMBER 29 2007,12:15-13:15,115,20,18,8,44,4,10,10,11,16,19,20,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,MASTICK AVENUE / TAYLOR AVENUE,x,SATURDAY SEPTEMBER 29 2007,12:30-12:45,27,5,6,2,12,2,2,2,4,4,11,9,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,MASTICK AVENUE / TAYLOR AVENUE,x,SATURDAY SEPTEMBER 29 2007,12:30-13:30,115,21,19,9,44,3,8,8,11,18,21,24,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,MASTICK AVENUE / TAYLOR AVENUE,x,SATURDAY SEPTEMBER 29 2007,12:45-13:00,28,6,5,2,15,0,3,2,4,5,4,4,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,MASTICK AVENUE / TAYLOR AVENUE,x,SATURDAY SEPTEMBER 29 2007,12:45-13:45,132,20,17,9,45,2,7,8,9,17,17,18,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,MASTICK AVENUE / TAYLOR AVENUE,x,SATURDAY SEPTEMBER 29 2007,13:00-13:15,29,4,2,2,9,1,3,2,1,6,2,5,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,MASTICK AVENUE / TAYLOR AVENUE,x,SATURDAY SEPTEMBER 29 2007,13:00-14:00,129,17,17,8,39,2,5,8,9,15,20,17,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,MASTICK AVENUE / TAYLOR AVENUE,x,SATURDAY SEPTEMBER 29 2007,13:15-13:30,31,6,6,3,8,0,0,2,2,3,4,6,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,MASTICK AVENUE / TAYLOR AVENUE,x,SATURDAY SEPTEMBER 29 2007,13:30-13:45,44,4,4,2,13,1,1,2,2,3,7,3,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,MASTICK AVENUE / TAYLOR AVENUE,x,SATURDAY SEPTEMBER 29 2007,13:45-14:00,25,3,5,1,9,0,1,2,4,3,7,3,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / CRYSTAL SPRINGS ROAD,x,SATURDAY SEPTEMBER 29 2007,12:00-12:15,31,295,0,0,0,0,0,319,64,47,0,52,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / CRYSTAL SPRINGS ROAD,x,SATURDAY SEPTEMBER 29 2007,12:00-13:00,122,1285,0,0,0,0,0,1312,180,169,0,158,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / CRYSTAL SPRINGS ROAD,x,SATURDAY SEPTEMBER 29 2007,12:15-12:30,26,273,0,0,0,0,0,330,52,37,0,39,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / CRYSTAL SPRINGS ROAD,x,SATURDAY SEPTEMBER 29 2007,12:15-13:15,126,1329,0,0,0,0,0,1317,156,155,0,131,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / CRYSTAL SPRINGS ROAD,x,SATURDAY SEPTEMBER 29 2007,12:30-12:45,33,343,0,0,0,0,0,348,32,42,0,32,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / CRYSTAL SPRINGS ROAD,x,SATURDAY SEPTEMBER 29 2007,12:30-13:30,135,1357,0,0,0,0,0,1327,165,168,0,128,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / CRYSTAL SPRINGS ROAD,x,SATURDAY SEPTEMBER 29 2007,12:45-13:00,32,374,0,0,0,0,0,315,32,43,0,35,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / CRYSTAL SPRINGS ROAD,x,SATURDAY SEPTEMBER 29 2007,12:45-13:45,126,1307,0,0,0,0,0,1338,181,164,0,133,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / CRYSTAL SPRINGS ROAD,x,SATURDAY SEPTEMBER 29 2007,13:00-13:15,35,339,0,0,0,0,0,324,40,33,0,25,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / CRYSTAL SPRINGS ROAD,x,SATURDAY SEPTEMBER 29 2007,13:00-14:00,129,1211,0,0,0,0,0,1321,183,151,0,136,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / CRYSTAL SPRINGS ROAD,x,SATURDAY SEPTEMBER 29 2007,13:15-13:30,35,301,0,0,0,0,0,340,61,50,0,36,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / CRYSTAL SPRINGS ROAD,x,SATURDAY SEPTEMBER 29 2007,13:30-13:45,24,293,0,0,0,0,0,359,48,38,0,37,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,EL CAMINO REAL / CRYSTAL SPRINGS ROAD,x,SATURDAY SEPTEMBER 29 2007,13:45-14:00,35,278,0,0,0,0,0,298,34,30,0,38,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,CUNNINGHAM ROAD (INTERSTATE 280 ACCESS) / CRYSTAL SPRINGS,x,SATURDAY SEPTEMBER 29 2007,12:00-12:15,54,9,1,0,1,0,4,12,11,6,2,74,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,CUNNINGHAM ROAD (INTERSTATE 280 ACCESS) / CRYSTAL SPRINGS,x,SATURDAY SEPTEMBER 29 2007,12:00-13:00,212,43,5,0,1,2,6,49,60,31,3,294,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,CUNNINGHAM ROAD (INTERSTATE 280 ACCESS) / CRYSTAL SPRINGS,x,SATURDAY SEPTEMBER 29 2007,12:15-12:30,69,12,1,0,0,0,0,10,16,6,0,54,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,CUNNINGHAM ROAD (INTERSTATE 280 ACCESS) / CRYSTAL SPRINGS,x,SATURDAY SEPTEMBER 29 2007,12:15-13:15,212,40,5,0,0,2,7,45,65,35,2,293,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,CUNNINGHAM ROAD (INTERSTATE 280 ACCESS) / CRYSTAL SPRINGS,x,SATURDAY SEPTEMBER 29 2007,12:30-12:45,34,9,2,0,0,2,2,11,20,6,0,79,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,CUNNINGHAM ROAD (INTERSTATE 280 ACCESS) / CRYSTAL SPRINGS,x,SATURDAY SEPTEMBER 29 2007,12:30-13:30,195,38,4,0,1,2,7,45,62,44,3,313,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,CUNNINGHAM ROAD (INTERSTATE 280 ACCESS) / CRYSTAL SPRINGS,x,SATURDAY SEPTEMBER 29 2007,12:45-13:00,55,13,1,0,0,0,0,16,13,13,1,87,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,CUNNINGHAM ROAD (INTERSTATE 280 ACCESS) / CRYSTAL SPRINGS,x,SATURDAY SEPTEMBER 29 2007,12:45-13:45,214,43,2,0,2,0,6,43,52,49,3,310,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,CUNNINGHAM ROAD (INTERSTATE 280 ACCESS) / CRYSTAL SPRINGS,x,SATURDAY SEPTEMBER 29 2007,13:00-13:15,54,6,1,0,0,0,5,8,16,10,1,73,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,CUNNINGHAM ROAD (INTERSTATE 280 ACCESS) / CRYSTAL SPRINGS,x,SATURDAY SEPTEMBER 29 2007,13:00-14:00,203,39,2,0,3,0,7,40,48,50,2,299,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,CUNNINGHAM ROAD (INTERSTATE 280 ACCESS) / CRYSTAL SPRINGS,x,SATURDAY SEPTEMBER 29 2007,13:15-13:30,52,10,0,0,1,0,0,10,13,15,1,74,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,CUNNINGHAM ROAD (INTERSTATE 280 ACCESS) / CRYSTAL SPRINGS,x,SATURDAY SEPTEMBER 29 2007,13:30-13:45,53,14,0,0,1,0,1,9,10,11,0,76,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,CUNNINGHAM ROAD (INTERSTATE 280 ACCESS) / CRYSTAL SPRINGS,x,SATURDAY SEPTEMBER 29 2007,13:45-14:00,44,9,1,0,1,0,1,13,9,14,0,76,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,SATURDAY SEPTEMBER 29 2007,12:00-12:15,16,20,11,17,75,25,38,31,8,1,95,0,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,SATURDAY SEPTEMBER 29 2007,12:00-13:00,77,84,55,74,373,134,157,110,31,11,401,1,,,,,,,,,,
misc/PenPlaza_Initial Study_traffic appen_June2008.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,SATURDAY SEPTEMBER 29 2007,12:15-12:30,21,23,13,20,88,36,35,29,10,2,92,0,,,,,,,,,,
